ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
A0A1B1EHI7	2.0	phnX PN96_17080	Phosphonoacetaldehyde hydrolase (Phosphonatase) (EC 3.11.1.1) (Phosphonoacetaldehyde phosphonohydrolase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01375}.
A0A1B1EFI9	1.0	gpmI PN96_14435	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_01038}.
A0A1B1EFU9	1.0	murI PN96_14090	Glutamate racemase (EC 5.1.1.3)	[MISSING]
A0A1B1EEP6	1.0	glmM PN96_01620	Phosphoglucosamine mutase (EC 5.4.2.10)	[MISSING]
A0A1B1EAN0	1.0	znuC PN96_09255	Zinc ABC transporter ATP-binding protein ZnuC	[MISSING]
A0A1B1EBX5	1.0	mqo PN96_19465	Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	[MISSING]
A0A1B1EGI7	1.0	btuB PN96_14080	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	[MISSING]
A0A1B1EDA0	1.0	metE PN96_03850	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	[MISSING]
A0A1B1EG18	1.0	thiE PN96_13665	Thiamine phosphate synthase	[MISSING]
A0A1B1ELS3	1.0	nadE PN96_18815	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	[MISSING]
A0A1B1ECJ9	1.0	zwf PN96_05280	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	[MISSING]
A0A1B1E905	1.0	coaBC PN96_12450	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	[MISSING]
A0A1B1EEZ7	1.0	pdxJ PN96_01040	Pyridoxine 5'-phosphate synthase (PNP synthase) (EC 2.6.99.2)	SUBUNIT: Homooctamer; tetramer of dimers. {ECO:0000256|HAMAP-Rule:MF_00279}.
A0A1B1EE84	1.0	purN PN96_02420	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	[MISSING]
A0A1B1EA38	2.0	ribB PN96_10105	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00180}.
A0A1B1EBD6	1.0	hisD PN96_07795	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	[MISSING]
A0A1B1EF23	1.0	metK PN96_00880	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	SUBUNIT: Homotetramer; dimer of dimers. {ECO:0000256|HAMAP-Rule:MF_00086}.
A0A1B1E9L2	1.0	gltD PN96_11100	Glutamate synthase	[MISSING]
A0A1B1EA86	1.0	leuS PN96_09895	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	[MISSING]
A0A1B1EG78	1.0	atpD PN96_13420	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	[MISSING]
A0A1B1EA54	1.0	ribH PN96_10100	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	SUBUNIT: Forms an icosahedral capsid composed of 60 subunits, arranged as a dodecamer of pentamers. {ECO:0000256|HAMAP-Rule:MF_00178}.
A0A1B1EA60	1.0	proA PN96_10125	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	[MISSING]
A0A1B1EB12	1.0	lpxK PN96_08505	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	[MISSING]
A0A1B1EF87	4.0	pyrG PN96_01070	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_01227}.
A0A1B1EI45	1.0	araD PN96_16035	L-ribulose-5-phosphate 4-epimerase	[MISSING]
A0A1B1EGM9	1.0	nqrA PN96_02115	Na(+)-translocating NADH-quinone reductase subunit A (Na(+)-NQR subunit A) (Na(+)-translocating NQR subunit A) (EC 7.2.1.1) (NQR complex subunit A) (NQR-1 subunit A)	SUBUNIT: Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000256|HAMAP-Rule:MF_00425}.
A0A1B1EKM0	1.0	dld PN96_20240	Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) (D-lactate dehydrogenase) (D-LDH)	[MISSING]
A0A1B1EI75	1.0	araB PN96_16030	Ribulokinase (EC 2.7.1.16)	[MISSING]
A0A1B1EGX7	2.0	tal PN96_18165	Transaldolase (EC 2.2.1.2)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738}.
A0A1B1EF33	1.0	proC PN96_00825	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	[MISSING]
A0A1B1ED72	1.0	trpA PN96_03905	Tryptophan synthase alpha chain (EC 4.2.1.20)	SUBUNIT: Tetramer of two alpha and two beta chains. {ECO:0000256|HAMAP-Rule:MF_00131}.
A0A1B1EHZ2	2.0	pdxH PN96_16200	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01629}.
A0A1B1E9L7	1.0	thrB PN96_11050	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	[MISSING]
A0A1B1EF48	1.0	pepA PN96_00615	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	[MISSING]
A0A1B1ELF2	1.0	pncB PN96_17275	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21)	[MISSING]
A0A1B1EC57	2.0	ureG PN96_06160	Urease accessory protein UreG	SUBUNIT: Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel. {ECO:0000256|HAMAP-Rule:MF_01389}.
A0A1B1EEF0	1.0	nqrD PN96_02130	Na(+)-translocating NADH-quinone reductase subunit D (Na(+)-NQR subunit D) (Na(+)-translocating NQR subunit D) (EC 7.2.1.1) (NQR complex subunit D) (NQR-1 subunit D)	SUBUNIT: Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000256|HAMAP-Rule:MF_00428}.
A0A1B1EBE7	1.0	hisB PN96_07785	Histidine biosynthesis bifunctional protein HisB [Includes: Histidinol-phosphatase (EC 3.1.3.15); Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)]	[MISSING]
A0A1B1EGR9	12.0	aroQ PN96_18515	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	SUBUNIT: Homododecamer. {ECO:0000256|ARBA:ARBA00011193, ECO:0000256|HAMAP-Rule:MF_00169}.
A0A1B1ELL2	1.0	mgsA PN96_19735	Methylglyoxal synthase (MGS) (EC 4.2.3.3)	[MISSING]
A0A1B1EDG3	1.0	tmk PN96_03530	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	[MISSING]
A0A1B1EG25	1.0	cysH PN96_14965	Phosphoadenosine 5'-phosphosulfate reductase (PAPS reductase) (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAPS sulfotransferase) (PAdoPS reductase)	[MISSING]
A0A1B1EAG5	1.0	adk PN96_09400	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00235, ECO:0000256|RuleBase:RU003331}.
A0A1B1EG44	1.0	aroB PN96_14860	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	[MISSING]
A0A1B1EAH2	1.0	hemH PN96_09395	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	[MISSING]
A0A1B1EBZ2	2.0	bioA PN96_07915	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00834}.
A0A1B1EGC4	1.0	thiP PN96_11725	Thiamine transport system permease protein ThiP	SUBUNIT: The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB). {ECO:0000256|ARBA:ARBA00011650}.
A0A1B1EI80	3.0	lamB PN96_15675	Maltoporin (Maltose-inducible porin)	SUBUNIT: Homotrimer formed of three 18-stranded antiparallel beta-barrels, containing three independent channels. {ECO:0000256|HAMAP-Rule:MF_01301}.
A0A1B1EG13	1.0	purE PN96_13575	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	[MISSING]
A0A1B1EFI6	1.0	astD PN96_14630	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	[MISSING]
A0A1B1EBB6	1.0	bioC PN96_07900	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	[MISSING]
A0A1B1EBL6	1.0	fabV PN96_07415	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	SUBUNIT: Monomer. {ECO:0000256|ARBA:ARBA00011245, ECO:0000256|HAMAP-Rule:MF_01838}.
A0A1B1EBA8	2.0	bioF PN96_07905	8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_01693}.
A0A1B1ECM7	1.0	metAS PN96_05065	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	[MISSING]
A0A1B1EB45	4.0	glgC PN96_08305	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00624}.
A0A1B1ED63	1.0	ribA PN96_04090	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	[MISSING]
A0A1B1E986	1.0	cysC PN96_11810	Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)	[MISSING]
A0A1B1ECN5	1.0	lpxL PN96_05075	Lipid A biosynthesis lauroyltransferase (EC 2.3.1.241) (Kdo(2)-lipid IV(A) lauroyltransferase)	[MISSING]
A0A1B1EEE2	2.0	proS PN96_02195	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_01569}.
A0A1B1EEM7	1.0	map PN96_02255	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_01974}.
A0A1B1E891	1.0	glyS PN96_13285	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000256|ARBA:ARBA00011209, ECO:0000256|HAMAP-Rule:MF_00255}.
A0A1B1E9F0	1.0	mtlD PN96_11520	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	[MISSING]
A0A1B1EEW0	1.0	oadG PN96_01205	Probable oxaloacetate decarboxylase gamma chain (EC 7.2.4.2)	SUBUNIT: Heterotrimer of an alpha, a beta and a gamma subunit. {ECO:0000256|ARBA:ARBA00011869, ECO:0000256|HAMAP-Rule:MF_00404}.
A0A1B1EL71	2.0	fabH PN96_20380	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01815}.
A0A1B1E8C0	1.0	idnK PN96_13070	Gluconokinase (EC 2.7.1.12)	[MISSING]
A0A1B1EJC3	1.0	atpA PN96_22295	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	[MISSING]
A0A1B1E9B6	4.0	leuA PN96_11595	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	SUBUNIT: Homotetramer. {ECO:0000256|ARBA:ARBA00011881, ECO:0000256|HAMAP-Rule:MF_01025}.
A0A1B1E9Y2	4.0	guaB PN96_10430	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_01964}.
A0A1B1EBF9	1.0	hisF PN96_07770	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	SUBUNIT: Heterodimer of HisH and HisF. {ECO:0000256|ARBA:ARBA00011152, ECO:0000256|HAMAP-Rule:MF_01013}.
A0A1B1EBS4	1.0	aroA PN96_08320	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00210}.
A0A1B1EGG8	2.0	asnS PN96_04220	Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00534}.
A0A1B1E8K2	1.0	pckA PN96_12720	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00453}.
A0A1B1EHG3	1.0	fni PN96_17180	Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2)	SUBUNIT: Homooctamer. Dimer of tetramers. {ECO:0000256|HAMAP-Rule:MF_00354}.
A0A1B1EC27	1.0	ureB PN96_06180	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	SUBUNIT: Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme. {ECO:0000256|HAMAP-Rule:MF_01954}.
A0A1B1E8L7	1.0	cysQ PN96_12645	3'(2'),5'-bisphosphate nucleotidase CysQ (EC 3.1.3.7) (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase)	[MISSING]
A0A1B1EFW1	1.0	plsB PN96_14040	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	[MISSING]
A0A1B1EFU0	1.0	pssA PN96_00040	Phosphatidylserine synthase	[MISSING]
A0A1B1EFE9	1.0	rpe PN96_14875	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	[MISSING]
A0A1B1E9J1	1.0	mraY PN96_11220	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	[MISSING]
A0A1B1EBE4	1.0	lpxH PN96_07750	UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) (UDP-2,3-diacylglucosamine diphosphatase)	[MISSING]
A0A1B1EGJ8	1.0	ubiC PN96_14030	Probable chorismate pyruvate-lyase (CL) (CPL) (EC 4.1.3.40)	[MISSING]
A0A1B1EF07	1.0	gshB PN96_00855	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	[MISSING]
A0A1B1ECB3	4.0	maeA PN96_07295	NAD-dependent malic enzyme (NAD-ME) (EC 1.1.1.38)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_01619}.
A0A1B1EC11	4.0	mhpB PN96_06270	2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase (EC 1.13.11.16) (3-carboxyethylcatechol 2,3-dioxygenase)	SUBUNIT: Homotetramer. {ECO:0000256|ARBA:ARBA00011881, ECO:0000256|HAMAP-Rule:MF_01653}.
A0A1B1ELE0	1.0	speA PN96_16870	Biosynthetic arginine decarboxylase (ADC) (EC 4.1.1.19)	[MISSING]
A0A1B1EEJ2	1.0	deoD PN96_01755	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	SUBUNIT: Homohexamer; trimer of homodimers. {ECO:0000256|HAMAP-Rule:MF_01627}.
A0A1B1EF66	1.0	pyrI PN96_00565	Aspartate carbamoyltransferase regulatory chain	SUBUNIT: Contains catalytic and regulatory chains. {ECO:0000256|HAMAP-Rule:MF_00002}.
A0A1B1EDJ3	2.0	ackA PN96_03365	Acetate kinase (EC 2.7.2.1) (Acetokinase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00020}.
A0A1B1EEF3	1.0	nqrF PN96_02140	Na(+)-translocating NADH-quinone reductase subunit F (Na(+)-NQR subunit F) (Na(+)-translocating NQR subunit F) (EC 7.2.1.1) (NQR complex subunit F) (NQR-1 subunit F)	SUBUNIT: Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000256|ARBA:ARBA00011309, ECO:0000256|HAMAP-Rule:MF_00430}.
A0A1B1E9G4	1.0	cpdA PN96_11345	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3',5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC 3.1.4.53)	[MISSING]
A0A1B1EJX1	1.0	artM PN96_21305	Arginine transporter permease subunit ArtM	[MISSING]
A0A1B1E9M0	1.0	mtnN PN96_11120	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-deoxyadenosine nucleosidase) (DOA nucleosidase) (dAdo nucleosidase) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	[MISSING]
A0A1B1EEQ4	2.0	tyrS PN96_01575	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_02007}.
A0A1B1EFQ5	12.0	aroQ PN96_14205	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	SUBUNIT: Homododecamer. {ECO:0000256|ARBA:ARBA00011193, ECO:0000256|HAMAP-Rule:MF_00169}.
A0A1B1EDN8	1.0	cmk PN96_03620	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	[MISSING]
A0A1B1EBA4	2.0	nadA PN96_08115	Quinolinate synthase A (EC 2.5.1.72)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00567}.
A0A1B1ECL0	1.0	ectC PN96_05225	L-ectoine synthase (EC 4.2.1.108) (N-acetyldiaminobutyrate dehydratase)	[MISSING]
A0A1B1EFX0	1.0	hemC PN96_13865	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	SUBUNIT: Monomer. {ECO:0000256|ARBA:ARBA00011245, ECO:0000256|HAMAP-Rule:MF_00260}.
A0A1B1EBD9	2.0	hisC PN96_07790	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_01023}.
A0A1B1EBE2	1.0	hisA PN96_07775	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	[MISSING]
A0A1B1EAQ5	1.0	glnS PN96_09355	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00126}.
A0A1B1EG16	1.0	purH PN96_00180	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	[MISSING]
A0A1B1EFM2	1.0	frdC PN96_14375	Fumarate reductase subunit C (Quinol-fumarate reductase subunit C) (QFR subunit C)	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000256|HAMAP-Rule:MF_00708}.
A0A1B1EHC6	2.0	purA PN96_17475	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00011}.
A0A1B1EHQ5	1.0	thiE PN96_16675	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	[MISSING]
A0A1B1E940	1.0	menA PN96_12040	1,4-dihydroxy-2-naphthoate octaprenyltransferase (DHNA-octaprenyltransferase) (EC 2.5.1.74)	[MISSING]
A0A1B1EFP2	1.0	aroK PN96_14855	Shikimate kinase (SK) (EC 2.7.1.71)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00109}.
A0A1B1EBP9	1.0	hutG PN96_07210	Formimidoylglutamase (EC 3.5.3.8) (Formiminoglutamase) (Formiminoglutamate hydrolase)	[MISSING]
A0A1B1EF95	1.0	cysJ PN96_14955	Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2)	SUBUNIT: Alpha(8)-beta(8). The alpha component is a flavoprotein, the beta component is a hemoprotein. {ECO:0000256|HAMAP-Rule:MF_01541, ECO:0000256|PIRNR:PIRNR000207}.
A0A1B1EH26	2.0	ribB PN96_17870	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00180, ECO:0000256|RuleBase:RU003843}.
A0A1B1EEL8	2.0	deoA PN96_01745	Thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_01628}.
A0A1B1EFN0	1.0	eno PN96_01075	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	SUBUNIT: Component of the RNA degradosome, which is a multiprotein complex involved in RNA processing and mRNA degradation. {ECO:0000256|HAMAP-Rule:MF_00318}.
A0A1B1EF14	1.0	pgk PN96_00900	Phosphoglycerate kinase (EC 2.7.2.3)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00145}.
A0A1B1EFM3	1.0	cysI PN96_14960	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	SUBUNIT: Alpha(8)-beta(8). The alpha component is a flavoprotein, the beta component is a hemoprotein. {ECO:0000256|HAMAP-Rule:MF_01540}.
A0A1B1EGS5	2.0	aroE PN96_13590	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00222}.
A0A1B1E9C0	1.0	leuC PN96_11605	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	SUBUNIT: Heterodimer of LeuC and LeuD. {ECO:0000256|HAMAP-Rule:MF_01026}.
A0A1B1EE96	1.0	purM PN96_02425	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	[MISSING]
A0A1B1EHP7	1.0	thiM PN96_16680	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	[MISSING]
A0A1B1EF63	1.0	glpK PN96_01955	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	[MISSING]
A0A1B1EBR9	2.0	cdd PN96_07105	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase) (CDA)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_01558}.
A0A1B1EFS3	2.0	hemE PN96_00140	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_00218}.
A0A1B1EEA7	1.0	dxr PN96_02290	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	[MISSING]
A0A1B1EEL6	3.0	lpxD PN96_02310	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.-)	SUBUNIT: Homotrimer. {ECO:0000256|HAMAP-Rule:MF_00523}.
A0A1B1EKW3	1.0	PN96_19690	Ribose ABC transporter ATP-binding protein RbsA	[MISSING]
A0A1B1E8H2	1.0	add PN96_12785	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	[MISSING]
